9,0.4854997091638449
6,0.3930562005376702
5,0.29328368851999453
8,0.28016563429343116
14,0.27057678132258023
2,0.25651986937370497
3,0.2401718766622679
10,0.2142384463651516
7,0.20574944883874094
4,0.18750094771620904
19,0.13999716229695738
22,0.12938292323736592
15,0.12307529345624728
11,0.1145511558114997
12,0.1145511558114997
13,0.1145511558114997
17,0.08962195174193066
16,0.0796062999884081
18,0.07627506478102412
1,0.06628014429709599
20,0.06557555584102333
23,0.045079073648469165
24,0.045079073648469165
21,0.03751338615293706
