34,0.10091791674871207
1,0.09700181758983706
33,0.07169213006588288
3,0.05707842304763674
2,0.052878391037427
32,0.037156635922679405
4,0.035860643223064786
24,0.03152091531163227
9,0.029765339186167025
14,0.02953631497720298
6,0.02911334166344221
7,0.029113341663442205
30,0.026287262837112076
28,0.025638803528350497
31,0.024589336534292478
8,0.02449075803950918
5,0.021979406974834498
11,0.021979406974834494
25,0.02107545500116294
26,0.021005628174745786
20,0.019604416711937293
29,0.019572960509438537
17,0.016785378110253487
27,0.015043395360629753
13,0.014645186487916188
18,0.01455885977424349
22,0.01455885977424349
15,0.014535161524273824
16,0.014535161524273824
19,0.014535161524273824
21,0.014535161524273824
23,0.014535161524273824
10,0.014308950284462801
12,0.009564916863537146
